time, datetime_utc, mode, layer, level, winner_team, winner_faction, winner_subfaction, winner_tickets, loser_team, loser_faction, loser_subfaction, loser_tickets
"Tue Oct 04 2022 21:01:13 GMT-0400 (Eastern Daylight Time)","2022-10-05 01:01:13", "RAAS", "Kokan RAAS v1", "Kokan", "1", "United States Army", "US Brigade Combat Team", "320", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Tue Oct 04 2022 21:46:46 GMT-0400 (Eastern Daylight Time)","2022-10-05 01:46:46", "RAAS", "Fool's Road RAAS v2", "Fool's Road", "2", "Russian Ground Forces", "Russian battalion tactical group", "36", "1", "British Army", "British Armed Forces", "0"
"Tue Oct 04 2022 22:22:54 GMT-0400 (Eastern Daylight Time)","2022-10-05 02:22:54", "AAS", "Yehorivka AAS v2", "Yehorivka", "1", "United States Army", "US Brigade Combat Team", "310", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Tue Oct 04 2022 23:05:10 GMT-0400 (Eastern Daylight Time)","2022-10-05 03:05:10", "RAAS", "Narva RAAS v1", "Narva", "1", "United States Army", "US Brigade Combat Team", "204", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Wed Oct 05 2022 00:08:05 GMT-0400 (Eastern Daylight Time)","2022-10-05 04:08:05", "Invasion", "Skorpo Invasion v3", "Skorpo", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "381", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "0"
"Wed Oct 05 2022 00:45:12 GMT-0400 (Eastern Daylight Time)","2022-10-05 04:45:12", "AAS", "Fallujah AAS v1", "Fallujah", "1", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "102", "2", "Insurgent Forces", "Local Insurgent Cell", "0"
"Wed Oct 05 2022 01:13:29 GMT-0400 (Eastern Daylight Time)","2022-10-05 05:13:29", "RAAS", "Mutaha RAAS v2", "Mutaha", "1", "Australian Defence Force", "ADF 3rd Brigade", "300", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Wed Oct 05 2022 01:56:12 GMT-0400 (Eastern Daylight Time)","2022-10-05 05:56:12", "AAS", "Black Coast AAS v1", "Black Coast", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "260", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "0"
"Wed Oct 05 2022 02:29:36 GMT-0400 (Eastern Daylight Time)","2022-10-05 06:29:36", "RAAS", "Narva RAAS v1", "Narva", "1", "United States Army", "US Brigade Combat Team", "236", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Wed Oct 05 2022 03:03:25 GMT-0400 (Eastern Daylight Time)","2022-10-05 07:03:25", "RAAS", "Gorodok RAAS v3", "Gorodok", "2", "Russian Ground Forces", "Russian battalion tactical group", "304", "1", "United States Army", "US Brigade Combat Team", "0"
"Wed Oct 05 2022 03:45:56 GMT-0400 (Eastern Daylight Time)","2022-10-05 07:45:56", "AAS", "Yehorivka AAS v1", "Yehorivka", "1", "British Army", "British Armed Forces", "263", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Wed Oct 05 2022 04:17:17 GMT-0400 (Eastern Daylight Time)","2022-10-05 08:17:17", "AAS", "Mutaha AAS v2", "Mutaha", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "326", "1", "British Army", "British Armed Forces", "0"
"Wed Oct 05 2022 04:52:14 GMT-0400 (Eastern Daylight Time)","2022-10-05 08:52:14", "RAAS", "Narva RAAS v3", "Narva", "1", "Canadian Army", "CAF 3rd Battallion PPCLI Infantry Platoon", "270", "2", "Irregular Militia Forces", "The Peoples' Front Militia Mechanized Platoon", "0"
"Wed Oct 05 2022 05:38:33 GMT-0400 (Eastern Daylight Time)","2022-10-05 09:38:33", "RAAS", "Black Coast RAAS v1", "Black Coast", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "87", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "0"
"Wed Oct 05 2022 06:20:31 GMT-0400 (Eastern Daylight Time)","2022-10-05 10:20:31", "RAAS", "Yehorivka RAAS v8", "Yehorivka", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "277", "1", "Australian Defence Force", "ADF 3rd Brigade", "0"
"Wed Oct 05 2022 07:15:27 GMT-0400 (Eastern Daylight Time)","2022-10-05 11:15:27", "AAS", "Sumari Bala AAS v4", "Sumari Bala", "2", "Middle Eastern Alliance", "MEA 83rd Prince Zaid Motorized Infantry Brigade", "169", "1", "Canadian Army", "CAF 3rd Battallion PPCLI Infantry Platoon", "0"
"Wed Oct 05 2022 13:05:03 GMT-0400 (Eastern Daylight Time)","2022-10-05 17:05:03", "Grounds", "Pacific Proving Grounds v1", "Pacific Proving Grounds", "0", "Civilians", "Local Civilians that have some limited access to vehicles", "99999", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "99979"
"Wed Oct 05 2022 13:48:15 GMT-0400 (Eastern Daylight Time)","2022-10-05 17:48:15", "Seed", "Sumari Bala Seed v1", "Sumari Bala", "1", "United States Army", "US Brigade Combat Team", "6", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "0"
"Wed Oct 05 2022 14:29:40 GMT-0400 (Eastern Daylight Time)","2022-10-05 18:29:40", "AAS", "Kokan AAS v2", "Kokan", "1", "British Army", "British Armed Forces", "22", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Wed Oct 05 2022 14:58:17 GMT-0400 (Eastern Daylight Time)","2022-10-05 18:58:17", "RAAS", "Narva RAAS v1", "Narva", "1", "United States Army", "US Brigade Combat Team", "322", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Wed Oct 05 2022 15:44:46 GMT-0400 (Eastern Daylight Time)","2022-10-05 19:44:46", "AAS", "Fool's Road AAS v1", "Fool's Road", "1", "United States Army", "US Brigade Combat Team", "52", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Wed Oct 05 2022 16:23:31 GMT-0400 (Eastern Daylight Time)","2022-10-05 20:23:31", "AAS", "Kohat Toi AAS v1", "Kohat Toi", "1", "United States Army", "US Brigade Combat Team", "194", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Wed Oct 05 2022 17:06:35 GMT-0400 (Eastern Daylight Time)","2022-10-05 21:06:35", "AAS", "Mutaha AAS v3", "Mutaha", "1", "Australian Defence Force", "ADF 5th Battalion, Royal Australian Regiment", "24", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Wed Oct 05 2022 17:56:14 GMT-0400 (Eastern Daylight Time)","2022-10-05 21:56:14", "RAAS", "Black Coast RAAS v1", "Black Coast", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "86", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "0"
"Wed Oct 05 2022 18:34:21 GMT-0400 (Eastern Daylight Time)","2022-10-05 22:34:21", "AAS", "Sumari Bala AAS v5", "Sumari Bala", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "36", "2", "Middle Eastern Alliance", "MEA Vizir Hussein 2nd Support Battalion", "0"
"Wed Oct 05 2022 19:12:11 GMT-0400 (Eastern Daylight Time)","2022-10-05 23:12:11", "TC", "Narva TC v2", "Narva", "2", "Russian Ground Forces", "Russian battalion tactical group", "140", "1", "United States Army", "US Brigade Combat Team", "0"
"Wed Oct 05 2022 19:52:03 GMT-0400 (Eastern Daylight Time)","2022-10-05 23:52:03", "TC", "Gorodok TC v1", "Gorodok", "1", "United States Army", "US Brigade Combat Team", "106", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Wed Oct 05 2022 20:33:44 GMT-0400 (Eastern Daylight Time)","2022-10-06 00:33:44", "RAAS", "Fallujah RAAS v3", "Fallujah", "2", "Middle Eastern Alliance", "MEA 3rd King Qadesh Mechanized Infantry Brigade", "2", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "0"
"Wed Oct 05 2022 21:05:35 GMT-0400 (Eastern Daylight Time)","2022-10-06 01:05:35", "AAS", "Fool's Road AAS v2", "Fool's Road", "1", "United States Army", "US Brigade Combat Team", "145", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Wed Oct 05 2022 21:54:58 GMT-0400 (Eastern Daylight Time)","2022-10-06 01:54:58", "Invasion", "Belaya Invasion v2", "Belaya Pass", "2", "Russian Ground Forces", "Russian battalion tactical group", "516", "1", "United States Army", "US Brigade Combat Team", "0"
"Wed Oct 05 2022 22:44:12 GMT-0400 (Eastern Daylight Time)","2022-10-06 02:44:12", "RAAS", "Yehorivka RAAS v1", "Yehorivka", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "170", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Wed Oct 05 2022 23:39:30 GMT-0400 (Eastern Daylight Time)","2022-10-06 03:39:30", "Invasion", "Al Basrah Invasion v2", "Al Basrah", "2", "Insurgent Forces", "Insurgent Rebel Federation", "319", "1", "United States Marine Corps", "USMC 1st Battalion, 1st Marines", "0"
"Thu Oct 06 2022 00:16:22 GMT-0400 (Eastern Daylight Time)","2022-10-06 04:16:22", "RAAS", "Mutaha RAAS v6", "Mutaha", "1", "United States Marine Corps", "USMC 3rd Battalion, 2nd Marines", "233", "2", "Middle Eastern Alliance", "MEA 1st Battalion, Legion of Babylon", "0"
"Thu Oct 06 2022 01:03:22 GMT-0400 (Eastern Daylight Time)","2022-10-06 05:03:22", "RAAS", "Chora RAAS v1", "Chora", "2", "Russian Ground Forces", "Russian battalion tactical group", "153", "1", "United States Army", "US Brigade Combat Team", "0"
"Thu Oct 06 2022 01:37:10 GMT-0400 (Eastern Daylight Time)","2022-10-06 05:37:10", "AAS", "Sumari Bala AAS v3", "Sumari Bala", "1", "Australian Defence Force", "ADF 1st Battalion, Royal Australian Regiment", "97", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Thu Oct 06 2022 02:26:03 GMT-0400 (Eastern Daylight Time)","2022-10-06 06:26:03", "RAAS", "Gorodok RAAS v1", "Gorodok", "2", "Russian Ground Forces", "Russian battalion tactical group", "201", "1", "United States Army", "US Brigade Combat Team", "0"
"Thu Oct 06 2022 03:12:05 GMT-0400 (Eastern Daylight Time)","2022-10-06 07:12:05", "RAAS", "Kokan RAAS v1", "Kokan", "1", "United States Army", "US Brigade Combat Team", "191", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "162"
"Thu Oct 06 2022 14:28:31 GMT-0400 (Eastern Daylight Time)","2022-10-06 18:28:31", "Seed", "Tallil Outskirts Seed v2", "Tallil Outskirts", "2", "Insurgent Forces", "Local Insurgent Cell", "19", "1", "Canadian Army", "CAF Royal Westminster Regiment", "0"
"Thu Oct 06 2022 15:20:08 GMT-0400 (Eastern Daylight Time)","2022-10-06 19:20:08", "RAAS", "Narva RAAS v2", "Narva", "2", "Russian Ground Forces", "RUS 205th Motorized Rifle Platoon", "80", "1", "United States Marine Corps", "USMC 3rd Light Armored Recon Battalion", "0"
"Thu Oct 06 2022 16:08:07 GMT-0400 (Eastern Daylight Time)","2022-10-06 20:08:07", "RAAS", "Fool's Road RAAS v5", "Fool's Road", "1", "Canadian Army", "CAF Canadian Combat Support Brigade", "60", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Thu Oct 06 2022 16:36:02 GMT-0400 (Eastern Daylight Time)","2022-10-06 20:36:02", "Invasion", "Fallujah Invasion v3", "Fallujah", "2", "Insurgent Forces", "Insurgent Homeland Freedom Fighters", "642", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "0"
"Thu Oct 06 2022 17:21:47 GMT-0400 (Eastern Daylight Time)","2022-10-06 21:21:47", "RAAS", "Chora RAAS v2", "Chora", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "182", "1", "British Army", "British Armed Forces", "0"
"Thu Oct 06 2022 18:05:15 GMT-0400 (Eastern Daylight Time)","2022-10-06 22:05:15", "RAAS", "Gorodok RAAS v10", "Gorodok", "1", "Canadian Army", "CAF 3rd Battalion RCR Air Assault Platoon", "59", "2", "Irregular Militia Forces", "The Peoples' Front Militia Mechanized Platoon", "0"
"Thu Oct 06 2022 18:46:36 GMT-0400 (Eastern Daylight Time)","2022-10-06 22:46:36", "AAS", "Lashkar AAS v3", "Lashkar Valley", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "144", "1", "Australian Defence Force", "ADF 3rd Brigade", "0"
"Thu Oct 06 2022 19:17:51 GMT-0400 (Eastern Daylight Time)","2022-10-06 23:17:51", "AAS", "Narva AAS v2", "Narva", "1", "British Army", "British Armed Forces", "305", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Thu Oct 06 2022 20:03:47 GMT-0400 (Eastern Daylight Time)","2022-10-07 00:03:47", "AAS", "Chora AAS v5", "Chora", "1", "Canadian Army", "CAF 3rd Battallion PPCLI Infantry Platoon", "31", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Thu Oct 06 2022 20:36:05 GMT-0400 (Eastern Daylight Time)","2022-10-07 00:36:05", "AAS", "Al Basrah AAS v3", "Al Basrah", "2", "Insurgent Forces", "Local Insurgent Cell", "208", "1", "Australian Defence Force", "ADF 1st Battalion, Royal Australian Regiment", "0"
"Thu Oct 06 2022 21:21:36 GMT-0400 (Eastern Daylight Time)","2022-10-07 01:21:36", "RAAS", "Yehorivka RAAS v1", "Yehorivka", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "254", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "0"
"Thu Oct 06 2022 21:51:48 GMT-0400 (Eastern Daylight Time)","2022-10-07 01:51:48", "RAAS", "Black Coast RAAS v2", "Black Coast", "2", "Irregular Militia Forces", "The Peoples' Front Militia Mechanized Platoon", "344", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "0"
"Thu Oct 06 2022 22:37:43 GMT-0400 (Eastern Daylight Time)","2022-10-07 02:37:43", "RAAS", "Gorodok RAAS v11", "Gorodok", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "265", "2", "United States Army", "US 1st Cavalry Regiment", "0"
"Thu Oct 06 2022 23:08:37 GMT-0400 (Eastern Daylight Time)","2022-10-07 03:08:37", "AAS", "Mutaha AAS v4", "Mutaha", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "262", "1", "Canadian Army", "CAF Royal 22e Régiment Mechanized Platoon", "0"
"Thu Oct 06 2022 23:37:32 GMT-0400 (Eastern Daylight Time)","2022-10-07 03:37:32", "RAAS", "Kokan RAAS v1", "Kokan", "1", "United States Army", "US Brigade Combat Team", "238", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Fri Oct 07 2022 00:48:14 GMT-0400 (Eastern Daylight Time)","2022-10-07 04:48:14", "Invasion", "Skorpo Invasion v3", "Skorpo", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "320", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "0"
"Fri Oct 07 2022 01:34:24 GMT-0400 (Eastern Daylight Time)","2022-10-07 05:34:24", "RAAS", "Mutaha RAAS v3", "Mutaha", "1", "British Army", "UK 1st Battalion, Grenadier Guards", "6", "2", "Middle Eastern Alliance", "MEA 3rd King Qadesh Mechanized Infantry Brigade", "0"
"Fri Oct 07 2022 02:24:32 GMT-0400 (Eastern Daylight Time)","2022-10-07 06:24:32", "RAAS", "Black Coast RAAS v1", "Black Coast", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "64", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Fri Oct 07 2022 03:12:22 GMT-0400 (Eastern Daylight Time)","2022-10-07 07:12:22", "RAAS", "Belaya RAAS v1", "Belaya Pass", "2", "Russian Ground Forces", "Russian battalion tactical group", "281", "1", "United States Army", "US Brigade Combat Team", "0"
"Fri Oct 07 2022 06:21:48 GMT-0400 (Eastern Daylight Time)","2022-10-07 10:21:48", "Invasion", "Al Basrah Invasion v5", "Al Basrah", "2", "Middle Eastern Alliance", "MEA 60th Prince Assur Armored Brigade", "900", "1", "Canadian Army", "CAF LdSH Regiment Heavy Armor Troop", "200"
"Fri Oct 07 2022 10:56:56 GMT-0400 (Eastern Daylight Time)","2022-10-07 14:56:56", "Training", "Jensen's Training Range", "Jensen's Range", "1", "United States Army", "US Brigade Combat Team", "99999", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "99959"
"Fri Oct 07 2022 11:46:33 GMT-0400 (Eastern Daylight Time)","2022-10-07 15:46:33", "Seed", "Fallujah Seed v1", "Fallujah", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "75", "1", "United States Army", "US Brigade Combat Team", "68"
"Fri Oct 07 2022 12:21:10 GMT-0400 (Eastern Daylight Time)","2022-10-07 16:21:10", "RAAS", "Kokan RAAS v4", "Kokan", "2", "Middle Eastern Alliance", "MEA Vizir Hussein 2nd Support Battalion", "142", "1", "Canadian Army", "CAF 3rd Battallion PPCLI Infantry Platoon", "0"
"Fri Oct 07 2022 13:05:51 GMT-0400 (Eastern Daylight Time)","2022-10-07 17:05:51", "RAAS", "Fallujah RAAS v6", "Fallujah", "1", "United States Marine Corps", "USMC 1st Battalion, 1st Marines", "136", "2", "Insurgent Forces", "Freedom Fighter Mechanized Platoon", "0"
"Fri Oct 07 2022 13:46:28 GMT-0400 (Eastern Daylight Time)","2022-10-07 17:46:28", "RAAS", "Yehorivka RAAS v2", "Yehorivka", "1", "United States Army", "US Brigade Combat Team", "175", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Fri Oct 07 2022 14:32:21 GMT-0400 (Eastern Daylight Time)","2022-10-07 18:32:21", "RAAS", "Mutaha RAAS v3", "Mutaha", "1", "British Army", "UK 1st Battalion, Grenadier Guards", "38", "2", "Middle Eastern Alliance", "MEA 3rd King Qadesh Mechanized Infantry Brigade", "0"
"Fri Oct 07 2022 15:23:43 GMT-0400 (Eastern Daylight Time)","2022-10-07 19:23:43", "RAAS", "Gorodok RAAS v5", "Gorodok", "1", "United States Army", "US Brigade Combat Team", "44", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Fri Oct 07 2022 16:24:55 GMT-0400 (Eastern Daylight Time)","2022-10-07 20:24:55", "RAAS", "Black Coast RAAS v1", "Black Coast", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "8", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "0"
"Fri Oct 07 2022 17:13:20 GMT-0400 (Eastern Daylight Time)","2022-10-07 21:13:20", "RAAS", "Kohat Toi RAAS v8", "Kohat Toi", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "25", "1", "Australian Defence Force", "ADF 3rd Brigade", "0"
"Fri Oct 07 2022 17:54:11 GMT-0400 (Eastern Daylight Time)","2022-10-07 21:54:11", "AAS", "Anvil AAS v2", "Anvil", "1", "Australian Defence Force", "ADF 1st Battalion, Royal Australian Regiment", "352", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "0"
"Fri Oct 07 2022 18:34:41 GMT-0400 (Eastern Daylight Time)","2022-10-07 22:34:41", "RAAS", "Goose Bay RAAS v1", "Goose Bay", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "344", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "0"
"Fri Oct 07 2022 19:13:23 GMT-0400 (Eastern Daylight Time)","2022-10-07 23:13:23", "RAAS", "Fool's Road RAAS v3", "Fool's Road", "2", "Irregular Militia Forces", "Local Militia Group", "78", "1", "British Army", "British Armed Forces", "0"
"Fri Oct 07 2022 19:50:02 GMT-0400 (Eastern Daylight Time)","2022-10-07 23:50:02", "AAS", "Narva AAS v4", "Narva", "1", "United States Marine Corps", "USMC 3rd Battalion, 2nd Marines", "97", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Fri Oct 07 2022 20:24:27 GMT-0400 (Eastern Daylight Time)","2022-10-08 00:24:27", "AAS", "Mutaha AAS v4", "Mutaha", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "112", "1", "Canadian Army", "CAF Royal 22e Régiment Mechanized Platoon", "0"
"Fri Oct 07 2022 21:15:29 GMT-0400 (Eastern Daylight Time)","2022-10-08 01:15:29", "Invasion", "Skorpo Invasion v3", "Skorpo", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "454", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "0"
"Fri Oct 07 2022 21:46:24 GMT-0400 (Eastern Daylight Time)","2022-10-08 01:46:24", "AAS", "Sumari Bala AAS v2", "Sumari Bala", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "145", "1", "United States Army", "US Brigade Combat Team", "0"
"Fri Oct 07 2022 22:32:47 GMT-0400 (Eastern Daylight Time)","2022-10-08 02:32:47", "AAS", "Chora AAS v2", "Chora", "1", "United States Marine Corps", "USMC 3rd Light Armored Recon Battalion", "85", "2", "Russian Ground Forces", "RUS 205th Motorized Rifle Platoon", "0"
"Fri Oct 07 2022 23:14:54 GMT-0400 (Eastern Daylight Time)","2022-10-08 03:14:54", "AAS", "Gorodok AAS v3", "Gorodok", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "237", "1", "Canadian Army", "CAF LdSH Armored Recce Troop", "0"
